PreFlop,Flop,Turn,River,Cards,Chips Won/Lost,Big,Small
r300r500c,k,r1500f,,9dAc5c8dAh2h9s3c,500|-500,sethi.muskan.4,DeepStack 
f,,,,8d7d4c5h,50|-50,DeepStack,sethi.muskan.4 
k,k,cr200f,,2d7s2hTdJs3h4h4d,-100|100,sethi.muskan.4,DeepStack 
f,,,,AdAhJd8s,50|-50,DeepStack,sethi.muskan.4 
f,,,,Qs3d2s4h,50|-50,sethi.muskan.4,DeepStack 
cr200c,r400f,,,AcKdTcQs8c4d7d,200|-200,DeepStack,sethi.muskan.4 
r300f,,,,Jd6h5c7c,-100|100,sethi.muskan.4,DeepStack 
f,,,,7sTs9s7d,50|-50,DeepStack,sethi.muskan.4 
r200r300c,r900r2700f,,,As7h8dQs6d9d7d,-900|900,sethi.muskan.4,DeepStack 
r200r600r1500c,cr3750f,,,JsQhKcKh2d4h2c,-1500|1500,DeepStack,sethi.muskan.1 
f,,,,4d6d9dKh,50|-50,DeepStack,sethi.muskan.4 
r200f,,,,7dKcAc4h,-100|100,sethi.muskan.4,DeepStack 
r300c,r750f,,,3h2h5c8hQsKd7h,300|-300,sethi.muskan.1,DeepStack 
r200r600c,k,k,r1800c,AhQsQhKd9cAdTc8dKh,1800|-1800,DeepStack,sethi.muskan.1 
r200f,,,,3s9hKd7c,-100|100,DeepStack,shabalin.ivan.1 
r200c,k,cr400f,,Jd7dQh5cAc3h3c4c,-200|200,shabalin.ivan.1,DeepStack 
r300f,,,,5h9h4dTd,-100|100,sethi.muskan.1,DeepStack 
r200c,cr500c,k,cr1000c,4cQh5s5d4h8h5h7cKc,-1000|1000,DeepStack,shabalin.ivan.1 
k,k,k,k,Kh6d7cTc4d9cJsAcQs,100|-100,DeepStack,sethi.muskan.1 
r200c,k,k,r400r1200c,7dKsKd9dAdKc3sAh7s,-1200|1200,shabalin.ivan.1,DeepStack 
k,k,k,k,7c3s9dAs2s3hTs4d4h,100|-100,sethi.muskan.1,DeepStack 
r200r600c,k,cr1200f,,4s4dTcJsTdKcKs5d,-600|600,DeepStack,shabalin.ivan.1 
f,,,,5s6s8h2c,50|-50,DeepStack,sethi.muskan.4 
r300c,r900c,r2700f,,9cKc7sKdQsQdKh8c,900|-900,sethi.muskan.4,DeepStack 
r300f,,,,9s3h7sTh,-100|100,shabalin.ivan.1,DeepStack 
k,k,r200c,r400c,3d4c5sAh8c2c7c5dJs,-400|400,DeepStack,shabalin.ivan.1 
r300f,,,,Kc4h7s7h,-100|100,DeepStack,sethi.muskan.4 
f,,,,4c3h4sKs,50|-50,DeepStack,sethi.muskan.1 
r300f,,,,9h7s7h3h,-100|100,sethi.muskan.4,DeepStack 
r300f,,,,3c2sQhAd,-100|100,sethi.muskan.1,DeepStack 
r200c,cr600f,,,Td6d6c7h8cJh4s,-200|200,shabalin.ivan.1,DeepStack 
r250r750c,r1500c,r3000r7500c,cr18750f,9c9d8hQs6s2dQh8dTc,-7500|7500,DeepStack,sethi.muskan.4 
r200r600c,r1200c,k,r3600f,QdKdKhTdQsJcThQh2s,1200|-1200,DeepStack,shabalin.ivan.1 
k,r200c,r400c,cr1200c,8hKsAs9cKcKdTh9sAh,1200|-1200,shabalin.ivan.1,DeepStack 
k,r250f,,,2cQh3hJcQs2sAh,100|-100,sethi.muskan.4,DeepStack 
r200r600c,r1200f,,,7c9c3hAdJs8s8h,600|-600,DeepStack,sethi.muskan.4 
cr300c,cr900c,cr2700c,cr8100c,7h9c2c3cJd7c5c7dAd,8100|-8100,DeepStack,sethi.muskan.1 
r200f,,,,3c8sKdQh,-100|100,sethi.muskan.4,DeepStack 
r200f,,,,6s2dTdKh,-100|100,DeepStack,shabalin.ivan.1 
f,,,,6sKc4cJd,50|-50,DeepStack,sethi.muskan.4 
f,,,,9h2s9s2h,50|-50,shabalin.ivan.1,DeepStack 
r300c,k,k,k,7sAhAc4cJcKh8d6dKd,0|0,sethi.muskan.4,DeepStack 
cr300f,,,,TsAh7c3s,100|-100,DeepStack,shabalin.ivan.1 
k,k,k,k,2d6sJh3d4c7dKhThAh,-100|100,shabalin.ivan.1,DeepStack 
r200f,,,,3sTd8dJs,-100|100,sethi.muskan.1,DeepStack 
f,,,,2s3s3cQh,50|-50,DeepStack,sethi.muskan.4 
r200c,cr500c,cr1250c,cr3125r9375c,Tc6h7c7sTd8cThKhTs,9375|-9375,DeepStack,sethi.muskan.1 
r300f,,,,Tc3d8sAs,-100|100,sethi.muskan.4,DeepStack 
r200c,cr500c,k,r1000f,Qc5s7d2d8c4sQsKs4d,500|-500,DeepStack,shabalin.ivan.1 
r300f,,,,8sKh7sKs,-100|100,sethi.muskan.1,DeepStack 
r200c,cr400f,,,5d7d7cQhQs9c4c,-200|200,shabalin.ivan.1,DeepStack 
r300r900r2700c,cr8100c,r20000c,,KcJc5d3d4c6c9hJdQc,20000|-20000,DeepStack,sethi.muskan.1 
r250r750c,k,cr1500r4500f,,AcKhJcTcTh8c3h4s,1500|-1500,DeepStack,shabalin.ivan.1 
r300f,,,,9d5hThAs,-100|100,sethi.muskan.1,DeepStack 
r200c,cr500f,,,5hKs3hAcJd7cJh,-200|200,DeepStack,sethi.muskan.1 
r200f,,,,9d5h3h5s,-100|100,sethi.muskan.1,DeepStack 
r200c,cr400r1200f,,,4d8d3dKdJh5d7c,400|-400,DeepStack,sethi.muskan.1 
r200f,,,,Qh2dQs6d,-100|100,shabalin.ivan.1,DeepStack 
r250c,k,cr625c,r1250c,Kd7c5s5d3hQhKs9sKc,1250|-1250,DeepStack,shabalin.ivan.1 
cr300f,,,,2sTdQs2h,100|-100,sethi.muskan.1,DeepStack 
f,,,,2c7hJh6c,50|-50,DeepStack,sethi.muskan.1 
k,r20000f,,,8cQd4d3hTh2h8d,100|-100,sethi.muskan.1,DeepStack 
r300c,k,k,k,4h4d6c6s9d3cKc3h3s,-300|300,shabalin.ivan.1,DeepStack 
r200f,,,,8s4dQhQd,-100|100,DeepStack,sethi.muskan.1 
k,cr200f,,,6d7sAc9s8hKhKc,-100|100,sethi.muskan.1,DeepStack 
f,,,,9d4d7c6s,50|-50,DeepStack,sethi.muskan.1 
r300f,,,,3h7cAd5h,-100|100,sethi.muskan.1,DeepStack 
k,k,r200c,r400c,9dKs9c4c5hAdKd4s5c,400|-400,DeepStack,shabalin.ivan.1 
f,,,,Kd5s5c7h,50|-50,DeepStack,sethi.muskan.1 
k,k,k,cr300f,Tc5sQc2h7c5d9hQs4s,-100|100,sethi.muskan.1,DeepStack 
r300c,k,k,r750c,9sKs3dAs8hTd3c6c7h,750|-750,shabalin.ivan.1,DeepStack 
k,cr500c,cr2500f,,7dTsAh6s7s4s3s5d,-500|500,DeepStack,sethi.muskan.1 
k,k,k,cr300c,2hTd4d3c2c6sJs9d5h,-300|300,DeepStack,shabalin.ivan.1 
k,k,k,cr500f,8hQc7s4cKc8sThAd9c,-100|100,sethi.muskan.1,DeepStack 
r200c,r300f,,,8d7c3d2d6h6s7d,200|-200,shabalin.ivan.1,DeepStack 
r250c,r750c,cr1500f,,4cKcAsTsQd5hTcTh,-750|750,DeepStack,shabalin.ivan.1 
f,,,,Kd7d5hJh,50|-50,DeepStack,sethi.muskan.1 
r200f,,,,5h6c9c9h,-100|100,sethi.muskan.1,DeepStack 
r300c,cr900r2700f,,,Js9s5sAd9d5h3c,900|-900,shabalin.ivan.1,DeepStack 
f,,,,Td2hTc4h,50|-50,DeepStack,sethi.muskan.1 
r200r600c,k,r1800f,,Qc2c9cQs6hTh5d9h,600|-600,sethi.muskan.1,DeepStack 
cr20000f,,,,KhAdQc6c,100|-100,DeepStack,shabalin.ivan.1 
f,,,,7d3dJd5c,50|-50,DeepStack,sethi.muskan.1 
r300c,k,r750f,,5hQh2sKdJd6h7sQd,300|-300,sethi.muskan.1,DeepStack 
r300f,,,,5d3s5s2s,-100|100,DeepStack,sethi.muskan.1 
cr250c,r625c,k,cr1875f,Ah4dKh3cKcJh2sKd9h,-625|625,sethi.muskan.1,DeepStack 
f,,,,3hKh9h2s,50|-50,shabalin.ivan.1,DeepStack 
k,k,cr300c,cr900f,2cJc8c4d3d9c2sTdAd,-300|300,DeepStack,shabalin.ivan.1 
f,,,,As9h5cTd,50|-50,DeepStack,sethi.muskan.1 
r300r900c,r2250c,k,k,As6sTdKd5h2d9d4h9c,2250|-2250,sethi.muskan.1,DeepStack 
r300f,,,,2dJd8cAd,-100|100,shabalin.ivan.1,DeepStack 
r200f,,,,2s5cKc9h,-100|100,DeepStack,shabalin.ivan.1 
r300f,,,,Qc5dAh4h,-100|100,shabalin.ivan.1,DeepStack 
f,,,,2s6s7sTc,50|-50,DeepStack,sethi.muskan.1 
r200c,cr400c,k,r1200c,Ks9sAd8h3sTh3d6cJh,-1200|1200,sethi.muskan.1,DeepStack 
r200r600f,,,,As9s6h8d,200|-200,DeepStack,shabalin.ivan.1 
r300f,,,,7cJs4s5c,-100|100,shabalin.ivan.1,DeepStack 
r200c,cr600f,,,9dJhTsTc8s2cKh,-200|200,DeepStack,sethi.muskan.1 
r250f,,,,Js2d6sQs,-100|100,DeepStack,shabalin.ivan.1 
k,r250r500f,,,5h8d5cTs3h6s2s,-250|250,shabalin.ivan.1,DeepStack 
r300f,,,,4h7dAdKd,-100|100,sethi.muskan.1,DeepStack 
f,,,,Tc2s8d3s,50|-50,DeepStack,sethi.muskan.1 
cr250c,r500f,,,As2h5cAh6s2s8c,250|-250,sethi.muskan.1,DeepStack 
r250f,,,,2s7cKdJh,-100|100,DeepStack,shabalin.ivan.1 
f,,,,8cJh2c7s,50|-50,DeepStack,sethi.muskan.1 
k,cr200c,k,r300c,9sQhKcTd6s6hJd4cTs,-300|300,shabalin.ivan.1,DeepStack 
r300f,,,,2s9d4cJd,-100|100,sethi.muskan.1,DeepStack 
r200c,cr600f,,,Jc3hAcTc7c6hTs,-200|200,DeepStack,sethi.muskan.1 
r300c,r900f,,,Th8h7hJs3s8d5h,300|-300,sethi.muskan.1,DeepStack 
k,r300c,cr600f,,Th5sTc6d6s6c2d9c,-300|300,DeepStack,shabalin.ivan.1 
f,,,,4dJcKd8h,50|-50,DeepStack,sethi.muskan.1 
cr200c,cr600f,,,2d2h9sQdTh8c7s,-200|200,sethi.muskan.1,DeepStack 
r300c,cr600f,,,9dQc2c6cThTc2d,-300|300,shabalin.ivan.1,DeepStack 
f,,,,7sTc7hKd,50|-50,DeepStack,sethi.muskan.1 
r300f,,,,8hQd8c2c,-100|100,sethi.muskan.1,DeepStack 
k,k,cr300c,cr750c,Tc8d6cTh3s8h2c7c9h,-750|750,DeepStack,shabalin.ivan.1 
f,,,,KsKh9h4c,50|-50,DeepStack,sethi.muskan.1 
r200r1000c,r3000f,,,Ad3dAhQs8c7s9s,1000|-1000,sethi.muskan.1,DeepStack 
r200c,cr600f,,,7sTsQdKcJcTcAh,-200|200,shabalin.ivan.1,DeepStack 
f,,,,8h9h2h8d,50|-50,DeepStack,sethi.muskan.1 
k,cr300f,,,2sTdJd8d5h6c8h,-100|100,sethi.muskan.1,DeepStack 
r250c,k,cr500f,,2cQc8c9d8hTh6hKc,-250|250,DeepStack,shabalin.ivan.1 
f,,,,7c6s5dKs,50|-50,DeepStack,sethi.muskan.1 
r300c,cr600f,,,5h8h4d5sJd5dKc,-300|300,sethi.muskan.1,DeepStack 
r300r1000c,k,k,k,Ac9dQsKcAd4h5s6h3d,1000|-1000,shabalin.ivan.1,DeepStack 
f,,,,7h6hTh2c,50|-50,DeepStack,sethi.muskan.1 
r250c,cr625f,,,4c9cTdAsKhTs5h,-250|250,DeepStack,shabalin.ivan.1 
r300f,,,,3d7hQd6d,-100|100,DeepStack,qin.youwei.2 
r300c,cr600c,k,cr1800c,Kc3h6d8hKdQh7sQd5d,1800|-1800,qin.youwei.1,DeepStack 
k,k,r250f,,Kd2c4c8s2hQdQc9s,100|-100,qin.youwei.2,DeepStack 
cr300r800f,,,,7d8cAcAh,-300|300,DeepStack,qin.youwei.2 
k,k,k,k,7d2dQd7s4d3dKd9hTs,100|-100,DeepStack,qin.youwei.1 
r300r800c,k,k,k,5s9s3cAh3dKd6cJc7c,-800|800,qin.youwei.2,DeepStack 
r200r500c,r1250c,r3750f,,Kd9d7c9c6c9sKsJs,1250|-1250,parlavecchio.antonio.2,DeepStack 
r200c,k,r400f,,Jc7h5c6hQc3sKc7s,200|-200,DeepStack,qin.youwei.2 
r200r500r1500r3100c,cr6200r20000c,,,6hAhQdQh3d5c9hJs4d,-20000|20000,qin.youwei.1,DeepStack 
cr300c,k,cr900c,cr2250f,4h4d6s5hAh5dQhAd7c,-900|900,DeepStack,qin.youwei.1 
r300r800c,r2400c,k,r7200f,AcJs3cTc4d3dQc5cAs,2400|-2400,qin.youwei.2,DeepStack 
r300f,,,,6s4dTdKh,-100|100,DeepStack,parlavecchio.antonio.2 
r200r600c,k,r1800f,,5sAh4sAsJd7sJc3c,600|-600,parlavecchio.antonio.2,DeepStack 
r200c,r500r1000r2500f,,,Ac2dJd8h6h4dAh,1000|-1000,qin.youwei.1,DeepStack 
k,k,k,k,7c5hJs3hTs2h8s8dAc,-100|100,DeepStack,qin.youwei.2 
k,k,k,k,Tc3s9c8s9sKdQdThQh,100|-100,DeepStack,qin.youwei.1 
k,k,k,k,5d2dAs6h7s2sQcKsKh,100|-100,qin.youwei.2,DeepStack 
f,,,,As5c3dQd,50|-50,DeepStack,parlavecchio.antonio.2 
r200r500c,r1250f,,,9hTs6hAs7h7dQd,500|-500,parlavecchio.antonio.2,DeepStack 
r200c,cr400f,,,Qh8cKsKd7hJs5h,-200|200,DeepStack,parlavecchio.antonio.2 
k,cr200r300f,,,2s4h4d8sQd2h6d,200|-200,parlavecchio.antonio.2,DeepStack 
r250c,cr750f,,,Kc7h4dQs2c2h8h,-250|250,DeepStack,parlavecchio.antonio.2 
r200r600c,r1500c,r3000c,r7500c,QhAh9dTs8c6h9h3h9c,7500|-7500,parlavecchio.antonio.2,DeepStack 
r250f,,,,8d3h7c7s,-100|100,DeepStack,parlavecchio.antonio.2 
r200r500c,r1250c,r3125c,cr20000f,9sQs8cQc4c9cJd8h6c,-3125|3125,parlavecchio.antonio.2,DeepStack 
r300c,cr750f,,,Jh2hTcQs8cQcQd,-300|300,DeepStack,parlavecchio.antonio.2 
r200c,r500r1000c,k,k,5d9d3d5c4h5s7d3cTc,-1000|1000,parlavecchio.antonio.2,DeepStack 
r300f,,,,6s2c4hKh,-100|100,DeepStack,parlavecchio.antonio.2 
f,,,,5sQc2d8c,50|-50,parlavecchio.antonio.2,DeepStack 
cr300c,r600c,k,r1200c,9s9c3c7s7h9dJc4s4h,1200|-1200,DeepStack,parlavecchio.antonio.2 
r200c,r300f,,,Ah2s9c7hAs2d4c,200|-200,parlavecchio.antonio.2,DeepStack 
r200f,,,,4c2d4d3s,-100|100,DeepStack,parlavecchio.antonio.2 
cr300c,r750f,,,Jc8c5hAd6c4dJh,300|-300,parlavecchio.antonio.2,DeepStack 
r250c,cr625c,k,k,KhTd7hAh4dKs7sQh2c,625|-625,DeepStack,parlavecchio.antonio.2 
r200c,cr400r1000c,r2500c,cr7500f,Ts3sKc2hQc6h2dQs4c,-2500|2500,parlavecchio.antonio.2,DeepStack 
f,,,,3d6d2h9c,50|-50,qin.youwei.1,DeepStack 
r250f,,,,4h2s5h6c,-100|100,DeepStack,parlavecchio.antonio.2 
k,r300c,r900f,,3s9h6dJhAh5s6sKs,300|-300,parlavecchio.antonio.2,DeepStack 
r300r900c,r2700c,r8100c,r20000f,KcAcJs9cTsKh5s8c3c,8100|-8100,DeepStack,parlavecchio.antonio.2 
f,,,,5h3h2d6s,50|-50,parlavecchio.antonio.2,DeepStack 
r300f,,,,4d2cTsJc,-100|100,DeepStack,parlavecchio.antonio.2 
r300r900f,,,,JcKd7h9s,300|-300,parlavecchio.antonio.2,DeepStack 
r300r900r2700r5400r20000c,,,,8cAcKcAhKs2h6c5sTd,-20000|20000,DeepStack,parlavecchio.antonio.2 
k,r250c,r625f,,7cKsQs8s5hKc6h4s,250|-250,shabalin.ivan.2,DeepStack 
r200c,k,r600f,,8dQhAh3s9c6h6s2c,200|-200,parlavecchio.antonio.2,DeepStack 
r300c,k,k,cr900f,Ad3h5d4h6dTsQh8h7d,-300|300,DeepStack,parlavecchio.antonio.2 
k,cr300f,,,4hKc3h6d6sQs2h,-100|100,DeepStack,shabalin.ivan.2 
r300c,cr900r2700f,,,Jd8d5dAh6d9cQd,900|-900,shabalin.ivan.2,DeepStack 
r250r750f,,,,AdJd4cAh,250|-250,DeepStack,shabalin.ivan.2 
r300r900c,cr2700c,k,r8100c,AsQsQdTsTdKc7s3dJc,8100|-8100,parlavecchio.antonio.2,DeepStack 
r300f,,,,5c8hQhAc,-100|100,shabalin.ivan.2,DeepStack 
cr300f,,,,3s3d5c8s,100|-100,DeepStack,shabalin.ivan.2 
r200r600c,r1500r3000f,,,AhJcKc7c4c4s6c,-1500|1500,shabalin.ivan.2,DeepStack 
r200c,k,r600r1500f,,Jd7s2h4dTdAsKsKd,-600|600,DeepStack,parlavecchio.antonio.2 
r300r900c,r1800f,,,AsJhAh6cQdJsTc,900|-900,DeepStack,shabalin.ivan.2 
r300f,,,,3d9dQhTc,-100|100,shabalin.ivan.2,DeepStack 
r300f,,,,3h5cAc8s,-100|100,DeepStack,shabalin.ivan.2 
r300c,cr600c,cr1200c,k,9dTc9sAdKc3h6d7d7s,-1200|1200,parlavecchio.antonio.2,DeepStack 
f,,,,7s9c6s2c,50|-50,shabalin.ivan.2,DeepStack 
r300c,cr750f,,,Ac6s5s5d2h3s9c,-300|300,DeepStack,shabalin.ivan.2 
r200f,,,,2d7sTdKc,-100|100,shabalin.ivan.2,DeepStack 
r300f,,,,3d8dQsAs,-100|100,DeepStack,shabalin.ivan.2 
r300r600c,r1800c,cr4500c,k,5s6s8cQc2s5h8s6h5d,4500|-4500,DeepStack,parlavecchio.antonio.2 
k,r250c,cr500f,,8c4h6h4c3dKcAsQc,-250|250,shabalin.ivan.2,DeepStack 
r300f,,,,Qs2d5sKh,-100|100,DeepStack,shabalin.ivan.2 
k,k,r300f,,5s8hQd3cJc6dJs5d,100|-100,shabalin.ivan.2,DeepStack 
cr300c,r600f,,,8s9s5h4sKhJs2c,300|-300,DeepStack,shabalin.ivan.2 
r200c,k,r600f,,ThKsKd3h9h8d9s4h,200|-200,shabalin.ivan.2,DeepStack 
r300c,k,r900c,r2700f,7c6d5sQsKhAsQh4d8s,900|-900,parlavecchio.antonio.2,DeepStack 
r250f,,,,6dTc8s9c,-100|100,DeepStack,shabalin.ivan.2 
r200c,cr400f,,,Ks4h3c9c2d9hJh,-200|200,shabalin.ivan.2,DeepStack 
r250c,cr625f,,,Ah8sAdTcTdKs9c,-250|250,DeepStack,shabalin.ivan.2 
r200c,k,k,r1000r20000c,7c6cTc9s4h8c7s7h6d,20000|-20000,shabalin.ivan.2,DeepStack 
r300f,,,,Ts3cJh9s,-100|100,DeepStack,parlavecchio.antonio.2 
r300c,r900f,,,9cTs6h4cQd5dJc,300|-300,parlavecchio.antonio.2,DeepStack 
r250f,,,,2d6cQsAd,-100|100,DeepStack,shabalin.ivan.2 
f,,,,Qc8h2c9h,50|-50,shabalin.ivan.2,DeepStack 
r300f,,,,6dJh5cAh,-100|100,DeepStack,parlavecchio.antonio.2 
r300c,cr750f,,,7hAsTcAd4hTs5h,-300|300,DeepStack,shabalin.ivan.2 
r300c,cr900c,r2700f,,4h6cJdKsQh3s2s3c,900|-900,parlavecchio.antonio.2,DeepStack 
r300f,,,,4cKdTd9c,-100|100,shabalin.ivan.2,DeepStack 
r300c,cr750r1500c,cr3750c,k,Ks3sJc9c3h9s5sQc6d,-3750|3750,DeepStack,shabalin.ivan.2 
r300r900c,r1800r2700c,k,r5400c,ThTs2h5h3hQdQs2s6d,5400|-5400,DeepStack,parlavecchio.antonio.2 
r200c,cr400f,,,5s8sTs2sTc3cJh,-200|200,shabalin.ivan.2,DeepStack 
r300c,r900f,,,9d2sAdJh4h8sKd,300|-300,parlavecchio.antonio.2,DeepStack 
r300f,,,,2s4cKh9h,-100|100,DeepStack,parlavecchio.antonio.2 
r300c,k,r750f,,6dQh9h9dAc8h3cQs,300|-300,parlavecchio.antonio.2,DeepStack 
r200c,cr600f,,,Ts4d3hQc4hAhJh,-200|200,DeepStack,parlavecchio.antonio.2 
r200r600f,,,,6hAh7cTd,200|-200,parlavecchio.antonio.2,DeepStack 
cr300c,r600r1800c,cr5400c,cr12300f,9h8hQh4s8c2s5d3d6h,-5400|5400,DeepStack,parlavecchio.antonio.2 
r300r900r2700c,k,k,r6750c,9d9hJsJcKc6d9sQdQh,6750|-6750,parlavecchio.antonio.2,DeepStack 
r300c,cr750f,,,8dQs8c9h3c4d2d,-300|300,DeepStack,parlavecchio.antonio.2 
cr300r900c,cr1800c,k,r4500f,KhQdQsAs8c5h8hTs8s,1800|-1800,parlavecchio.antonio.2,DeepStack 
r300r900c,cr2250c,cr5625f,,6s6dTdJcJh5d9s4d,-2250|2250,DeepStack,parlavecchio.antonio.2 
r200c,r500f,,,5h2cTd7c2sQs5c,200|-200,parlavecchio.antonio.2,DeepStack 
r300r900c,cr2250f,,,AsKh2cAcQc5c4h,-900|900,DeepStack,parlavecchio.antonio.2 
r200c,k,r500c,k,5s4c7sTcAd8s6sAh8d,-500|500,parlavecchio.antonio.2,DeepStack 
r300f,,,,Ts3hJc7h,-100|100,DeepStack,parlavecchio.antonio.2 
f,,,,2sTc2h3c,50|-50,parlavecchio.antonio.2,DeepStack 
r200c,cr500c,k,r1500r4500c,Kh7dKs3c7c2d5c9dKd,4500|-4500,DeepStack,parlavecchio.antonio.2 
cr500f,,,,4dTd7c9s,100|-100,parlavecchio.antonio.2,DeepStack 
r300f,,,,Qc3hTsTd,-100|100,DeepStack,parlavecchio.antonio.2 
r300r900f,,,,9cAsKh6c,300|-300,parlavecchio.antonio.2,DeepStack 
r300r900c,r2700f,,,AdAh6c9c7dKsAs,900|-900,DeepStack,parlavecchio.antonio.2 
r200r600f,,,,9cKh3h4s,200|-200,parlavecchio.antonio.2,DeepStack 
r300r900c,cr2250f,,,QsKdAd3s7s4cAc,-900|900,DeepStack,parlavecchio.antonio.2 
r300r750c,r1875f,,,9s8sAd5h8hKc2s,750|-750,parlavecchio.antonio.2,DeepStack 
r200c,cr600f,,,4dJd7sQd4cQc8c,-200|200,DeepStack,parlavecchio.antonio.2 
cr300f,,,,Jd9h3d6s,100|-100,parlavecchio.antonio.2,DeepStack 
r300r900c,r2700c,r5400c,k,9h8hJc6cJh4dTh4hTs,5400|-5400,DeepStack,parlavecchio.antonio.2 
r300c,r750f,,,4h9c3c2c6sTsJh,300|-300,parlavecchio.antonio.2,DeepStack 
r300c,cr900c,r1800c,k,2cKcAh7sTc2d5d3s6d,1800|-1800,DeepStack,parlavecchio.antonio.2 
r200r600c,r1800c,r3600r7200r10800c,r20000c,Ad8d8hKs7h8sAh8c6h,20000|-20000,parlavecchio.antonio.2,DeepStack 
r300f,,,,Qh5sAs6s,-100|100,DeepStack,parlavecchio.antonio.2 
r200r600c,k,k,k,5cQcJc8h5dJd6dAs4c,-600|600,parlavecchio.antonio.2,DeepStack 
r250r750c,cr2250c,k,r6750c,3hAhKs9hKhJh3c8h2c,6750|-6750,DeepStack,parlavecchio.antonio.2 
r300c,r900f,,,Qd2h5c6c3dTd8d,300|-300,parlavecchio.antonio.2,DeepStack 
r200c,cr600f,,,5hQs8c3h6d4c9s,-200|200,DeepStack,parlavecchio.antonio.2 
r300c,cr750c,k,cr1750f,9hAsKd2d6d6cQs8hKh,-750|750,DeepStack,shabalin.ivan.2 
r300c,cr900c,cr1800c,k,QhJsThJhTc4s8d6d6c,-1800|1800,shabalin.ivan.2,DeepStack 
cr300f,,,,9c8cTc4d,100|-100,DeepStack,shabalin.ivan.2 
r300f,,,,Js2c6d8s,-100|100,shabalin.ivan.2,DeepStack 
k,k,cr300f,,6c2hJs3c8hQd8c7c,-100|100,DeepStack,shabalin.ivan.2 
r300c,cr600f,,,KdTc9s8d6h7sQc,-300|300,shabalin.ivan.2,DeepStack 
r300c,k,cr750f,,7h9c6d3dQsAcTs3c,-300|300,DeepStack,shabalin.ivan.2 
r300c,k,r750f,,8sJsKsJd9c6d8c4c,300|-300,shabalin.ivan.2,DeepStack 
r300r900f,,,,6c6h7hKd,300|-300,DeepStack,shabalin.ivan.2 
r300f,,,,9c2d5s4s,-100|100,shabalin.ivan.2,DeepStack 
r300r900c,r2700f,,,KdKh8sAsJd3d9s,900|-900,DeepStack,shabalin.ivan.2 
k,k,r300f,,3h9c8s4dJd2s9h7c,100|-100,shabalin.ivan.2,DeepStack 
r250r750c,r1500c,r3000r4500f,,4d4s2sKs3dKdQsJd,-3000|3000,DeepStack,shabalin.ivan.2 
f,,,,4d7d3d9s,50|-50,shabalin.ivan.2,DeepStack 
r300c,cr900c,cr1800c,k,Ah9c3h3c7cTdTh7sKh,1800|-1800,DeepStack,shabalin.ivan.2 
r200c,k,r500c,k,7h9s8dTh4s5sQcTdKd,-500|500,shabalin.ivan.2,DeepStack 
f,,,,8h5h8c2d,50|-50,DeepStack,shabalin.ivan.2 
cr300f,,,,2sAs4d3h,100|-100,shabalin.ivan.2,DeepStack 
r300r900f,,,,8d9sKc3d,300|-300,DeepStack,shabalin.ivan.2 
r300c,cr900c,cr1800c,k,8dAhJcJdTs5d8cQcTc,-1800|1800,shabalin.ivan.2,DeepStack 
r300f,,,,Ts6hQcKd,-100|100,DeepStack,shabalin.ivan.2 
k,k,r300f,,Qh5d7c2c8hKdAsTh,100|-100,shabalin.ivan.2,DeepStack 
r250c,k,r750f,,5s8s6c8c3sQsTc2h,250|-250,DeepStack,shabalin.ivan.2 
k,cr300c,cr900c,cr2700c,4hKd5hTdKc5s7d9c8h,2700|-2700,shabalin.ivan.2,DeepStack 
cr300f,,,,Jd8dQc2h,100|-100,DeepStack,shabalin.ivan.2 
cr300c,r750f,,,9hAc6d5sKcAh8h,300|-300,shabalin.ivan.2,DeepStack 
r200f,,,,7s3d2dTh,-100|100,DeepStack,shabalin.ivan.2 
r200r600r1800f,,,,AdJhQdKs,-600|600,shabalin.ivan.2,DeepStack 
r300r900c,cr2200f,,,Qc9cTcJc3sTh6h,-900|900,DeepStack,shabalin.ivan.2 
k,k,r300c,cr600c,Kc2sJd5s2d3s4c9cTd,600|-600,shabalin.ivan.2,DeepStack 
k,k,cr300f,,Ac6dQdAs4sKs3s4c,-100|100,DeepStack,shabalin.ivan.2 
r300f,,,,3h8d6h5h,-100|100,shabalin.ivan.2,DeepStack 
cr300c,r600c,k,k,8sAcJcAs3c9s7c2s7h,-600|600,DeepStack,shabalin.ivan.2 
r300c,k,k,r900f,Ad8sKs9s4c5c3d2hQs,300|-300,shabalin.ivan.2,DeepStack 
r200f,,,,7h3c5d4c,-100|100,DeepStack,shabalin.ivan.2 
k,cr300c,k,cr900f,Js4cJc3h4s5s6c9dKc,-300|300,shabalin.ivan.2,DeepStack 
r200r600c,k,cr1200c,k,9h9s6sKhKcJsThAh5d,-1200|1200,DeepStack,shabalin.ivan.2 
r300c,k,r750f,,7dJdJc9c2sQd4hQc,300|-300,shabalin.ivan.2,DeepStack 
r200c,cr400f,,,Tc6s6d8dKh2hJh,-200|200,DeepStack,shabalin.ivan.2 
k,r300c,k,r600c,Kc3c2dKsQhJdKdThTc,0|0,shabalin.ivan.2,DeepStack 
r250c,cr625r1250f,,,AsJdKsJc8c8d3s,625|-625,DeepStack,shabalin.ivan.2 
f,,,,Ah9h3s9c,50|-50,shabalin.ivan.2,DeepStack 
r250f,,,,Ts3c8s8d,-100|100,DeepStack,shabalin.ivan.2 
